activity_log_id,provider_id,actor_type,actor_user_id,event_type,entity_type,entity_id,message,metadata,created_at
433,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,117,Offer 117 submitted for service request SR046.,"{""offerId"": 117, ""dailyRate"": 981, ""totalCost"": 45126.0, ""serviceRequestId"": ""SR046""}",2025-11-19T08:00:00+00:00
358,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,33,Invoice created for service order 33.,"{""amount"": 22435.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 33}",2025-11-19T13:15:00+00:00
434,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,118,Offer 118 submitted for service request SR046.,"{""offerId"": 118, ""dailyRate"": 1003, ""totalCost"": 46138.0, ""serviceRequestId"": ""SR046""}",2025-11-21T08:00:00+00:00
436,P002,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,42,Service order 42 created from accepted offer 117.,"{""contractId"": ""C006"", ""serviceOrderId"": 42, ""serviceRequestId"": ""SR046""}",2025-11-21T15:30:00+00:00
435,P002,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,117,Offer 117 accepted for service request SR046.,"{""offerId"": 117, ""serviceRequestId"": ""SR046""}",2025-11-23T08:00:00+00:00
163,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,11,Invoice created for service order 11.,"{""amount"": 35088.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 11}",2025-11-27T15:30:00+00:00
439,P002,USER,U201,SERVICE_ORDER_CHANGE_REQUEST_CREATED,ServiceOrderChangeRequest,7,Change request 7 (Extension) created for order 42.,"{""type"": ""Extension"", ""serviceOrderId"": 42, ""changeRequestId"": 7}",2025-11-28T12:30:00+00:00
321,P001,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,28,Service order 28 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 28}",2025-12-01T08:30:00+00:00
437,P002,SYSTEM,,INVOICE_CREATED,ServiceOrder,42,Invoice created for service order 42.,"{""amount"": 45126.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 42}",2025-12-08T15:30:00+00:00
320,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,28,Invoice created for service order 28.,"{""amount"": 1866.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 28}",2025-12-09T13:15:00+00:00
373,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,35,Invoice created for service order 35.,"{""amount"": 4235.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 35}",2025-12-10T13:30:00+00:00
238,P002,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR022,Service request SR022 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C003"", ""serviceRequestId"": ""SR022""}",2025-12-16T12:00:00+00:00
241,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,58,Offer 58 submitted for service request SR022.,"{""offerId"": 58, ""dailyRate"": 1008, ""totalCost"": 18254.0, ""serviceRequestId"": ""SR022""}",2025-12-17T12:00:00+00:00
239,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,56,Offer 56 submitted for service request SR022.,"{""offerId"": 56, ""dailyRate"": 487, ""totalCost"": 8846.0, ""serviceRequestId"": ""SR022""}",2025-12-17T12:00:00+00:00
242,P002,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,58,Offer 58 accepted for service request SR022.,"{""offerId"": 58, ""serviceRequestId"": ""SR022""}",2025-12-18T12:00:00+00:00
240,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,57,Offer 57 submitted for service request SR022.,"{""offerId"": 57, ""dailyRate"": 1079, ""totalCost"": 19532.0, ""serviceRequestId"": ""SR022""}",2025-12-20T12:00:00+00:00
375,P001,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,35,Service order 35 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 35}",2025-12-24T10:00:00+00:00
243,P002,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,19,Service order 19 created from accepted offer 58.,"{""contractId"": ""C003"", ""serviceOrderId"": 19, ""serviceRequestId"": ""SR022""}",2025-12-24T10:45:00+00:00
462,P003,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR050,Service request SR050 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C006"", ""serviceRequestId"": ""SR050""}",2025-12-24T17:15:00+00:00
109,P001,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR005,Service request SR005 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C001"", ""serviceRequestId"": ""SR005""}",2025-12-25T17:15:00+00:00
374,P001,SYSTEM,,INVOICE_PAID,ServiceOrder,35,Invoice paid for service order 35.,"{""amount"": 4235.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 35}",2025-12-26T13:30:00+00:00
467,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,45,Service order 45 created from accepted offer 129.,"{""contractId"": ""C006"", ""serviceOrderId"": 45, ""serviceRequestId"": ""SR050""}",2025-12-27T08:45:00+00:00
70,P001,USER,U101,CONTRACT_OFFER_SUBMITTED,ContractOffer,4,Submitted contract offer for contract C008.,"{""status"": ""Submitted"", ""contractId"": ""C008"", ""providerId"": ""P001""}",2025-12-27T09:00:00+00:00
114,P002,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,5,Service order 5 created from accepted offer 12.,"{""contractId"": ""C001"", ""serviceOrderId"": 5, ""serviceRequestId"": ""SR005""}",2025-12-27T11:45:00+00:00
110,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,11,Offer 11 submitted for service request SR005.,"{""offerId"": 11, ""dailyRate"": 987, ""totalCost"": 1974.0, ""serviceRequestId"": ""SR005""}",2025-12-27T17:15:00+00:00
71,P002,USER,U201,CONTRACT_OFFER_SUBMITTED,ContractOffer,5,Submitted contract offer for contract C008.,"{""status"": ""Submitted"", ""contractId"": ""C008"", ""providerId"": ""P002""}",2025-12-28T16:00:00+00:00
112,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,13,Offer 13 submitted for service request SR005.,"{""offerId"": 13, ""dailyRate"": 818, ""totalCost"": 1636.0, ""serviceRequestId"": ""SR005""}",2025-12-28T17:15:00+00:00
464,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,128,Offer 128 submitted for service request SR050.,"{""offerId"": 128, ""dailyRate"": 785, ""totalCost"": 2355.0, ""serviceRequestId"": ""SR050""}",2025-12-29T17:15:00+00:00
465,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,129,Offer 129 submitted for service request SR050.,"{""offerId"": 129, ""dailyRate"": 630, ""totalCost"": 1890.0, ""serviceRequestId"": ""SR050""}",2025-12-30T17:15:00+00:00
111,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,12,Offer 12 submitted for service request SR005.,"{""offerId"": 12, ""dailyRate"": 775, ""totalCost"": 1550.0, ""serviceRequestId"": ""SR005""}",2025-12-30T17:15:00+00:00
463,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,127,Offer 127 submitted for service request SR050.,"{""offerId"": 127, ""dailyRate"": 941, ""totalCost"": 2823.0, ""serviceRequestId"": ""SR050""}",2025-12-30T17:15:00+00:00
466,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,129,Offer 129 accepted for service request SR050.,"{""offerId"": 129, ""serviceRequestId"": ""SR050""}",2025-12-31T17:15:00+00:00
164,P001,SYSTEM,,INVOICE_PAID,ServiceOrder,11,Invoice paid for service order 11.,"{""amount"": 35088.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 11}",2026-01-01T15:30:00+00:00
440,P002,USER,U203,SERVICE_ORDER_CHANGE_REQUEST_DECIDED,ServiceOrderChangeRequest,7,Change request 7 decided: Declined.,"{""status"": ""Declined"", ""serviceOrderId"": 42, ""changeRequestId"": 7}",2026-01-02T09:00:00+00:00
113,P002,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,12,Offer 12 accepted for service request SR005.,"{""offerId"": 12, ""serviceRequestId"": ""SR005""}",2026-01-03T17:15:00+00:00
72,P003,USER,U301,CONTRACT_OFFER_SUBMITTED,ContractOffer,6,Submitted contract offer for contract C008.,"{""status"": ""Submitted"", ""contractId"": ""C008"", ""providerId"": ""P003""}",2026-01-05T09:45:00+00:00
289,P002,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR028,Service request SR028 received and opened.,"{""type"": ""Team"", ""contractId"": ""C004"", ""serviceRequestId"": ""SR028""}",2026-01-05T12:30:00+00:00
294,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,25,Service order 25 created from accepted offer 72.,"{""contractId"": ""C004"", ""serviceOrderId"": 25, ""serviceRequestId"": ""SR028""}",2026-01-08T14:15:00+00:00
290,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,72,Offer 72 submitted for service request SR028.,"{""offerId"": 72, ""dailyRate"": 724, ""totalCost"": 13756.0, ""serviceRequestId"": ""SR028""}",2026-01-09T12:30:00+00:00
468,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,45,Invoice created for service order 45.,"{""amount"": 1890.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 45}",2026-01-10T08:45:00+00:00
292,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,74,Offer 74 submitted for service request SR028.,"{""offerId"": 74, ""dailyRate"": 955, ""totalCost"": 18145.0, ""serviceRequestId"": ""SR028""}",2026-01-11T12:30:00+00:00
291,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,73,Offer 73 submitted for service request SR028.,"{""offerId"": 73, ""dailyRate"": 983, ""totalCost"": 18677.0, ""serviceRequestId"": ""SR028""}",2026-01-11T12:30:00+00:00
293,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,72,Offer 72 accepted for service request SR028.,"{""offerId"": 72, ""serviceRequestId"": ""SR028""}",2026-01-13T12:30:00+00:00
470,P001,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,45,Service order 45 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 45}",2026-01-13T12:30:00+00:00
244,P002,SYSTEM,,INVOICE_CREATED,ServiceOrder,19,Invoice created for service order 19.,"{""amount"": 18254.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 19}",2026-01-25T10:45:00+00:00
116,P002,SYSTEM,,INVOICE_PAID,ServiceOrder,5,Invoice paid for service order 5.,"{""amount"": 1550.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 5}",2026-02-01T11:45:00+00:00
295,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,25,Invoice created for service order 25.,"{""amount"": 13756.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 25}",2026-02-02T14:15:00+00:00
469,P001,SYSTEM,,INVOICE_PAID,ServiceOrder,45,Invoice paid for service order 45.,"{""amount"": 1890.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 45}",2026-02-03T08:45:00+00:00
115,P002,SYSTEM,,INVOICE_CREATED,ServiceOrder,5,Invoice created for service order 5.,"{""amount"": 1550.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 5}",2026-02-03T11:45:00+00:00
438,P002,SYSTEM,,INVOICE_PAID,ServiceOrder,42,Invoice paid for service order 42.,"{""amount"": 45126.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 42}",2026-02-06T15:30:00+00:00
296,P001,SYSTEM,,INVOICE_PAID,ServiceOrder,25,Invoice paid for service order 25.,"{""amount"": 13756.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 25}",2026-03-02T14:15:00+00:00
